1,46449,6623,Comisión de Estudios Legislativos y Reglamentos
2,46438,6621,Comisión de Hacienda y Presupuestos
3,46437,6620,"Comisión de Educación, Cultura y Deporte"
4,46436,6619,Comisión de Seguridad y Justicia
5,46434,6618,Comisión de Hacienda y Presupuestos
6,46423,6615,"Comisión de Educación, Cultura y Deporte"
7,46420,6613,Comisión de Hacienda y Presupuestos
8,46417,6611,Comisión de Puntos Constitucionales y Electorales
9,46414,6608,Comisión de Desarrollo Productivo y Regional
10,46412,6606,"Comisión de Higiene, Salud Pública y Prevención de las Adicciones"
11,46398,6600,Comisión de Puntos Constitucionales y Electorales
12,46381,6595,Comisión de Estudios Legislativos y Reglamentos
13,46381,6595,"Comisión de Asistencia Social, Familia y Niñez"
14,46380,6594,Comisión de Hacienda y Presupuestos
15,46380,6594,"Comisión de Asistencia Social, Familia y Niñez"
16,46379,6593,"Comisión de Asistencia Social, Familia y Niñez"
17,46378,6592,"Comisión de Asistencia Social, Familia y Niñez"
18,46378,6592,"Comisión de Planeación, Ordenamiento Territorial y de la Gestión del Agua"
19,46377,6591,"Comisión de Asistencia Social, Familia y Niñez"
20,46377,6591,"Comisión de Educación, Cultura y Deporte"
21,46369,6587,Comisión de Hacienda y Presupuestos
22,46369,6587,"Comisión de Planeación, Ordenamiento Territorial y de la Gestión del Agua"
23,46365,6584,Comisión de Seguridad y Justicia
24,46355,6581,Comisión de Gobernación y Fortalecimiento Municipal
25,46321,6569,"Comisión de Educación, Cultura y Deporte"
26,46320,6568,Comisión de Hacienda y Presupuestos
27,33956,6528,Comisión de Derechos Humanos y Pueblos Originarios
28,45672,6220,Comisión de Estudios Legislativos y Reglamentos
29,45672,6220,"Comisión de Competitividad, Desarrollo Económico, Innovación y Trabajo"
30,45643,6209,"Comisión de Educación, Cultura y Deporte"
31,45643,6209,Comisión de Estudios Legislativos y Reglamentos
32,45641,6207,Comisión de Estudios Legislativos y Reglamentos
33,45634,6201,Comisión de Estudios Legislativos y Reglamentos
34,45634,6201,"Comisión de Asistencia Social, Familia y Niñez"
35,45633,6200,Comisión de Hacienda y Presupuestos
36,45570,6148,Comisión de Hacienda y Presupuestos
37,45568,6146,Comisión de Estudios Legislativos y Reglamentos
38,45568,6146,"Comisión de Higiene, Salud Pública y Prevención de las Adicciones"
39,45563,6141,Comisión de Estudios Legislativos y Reglamentos
40,45563,6141,Comisión de Derechos Humanos y Pueblos Originarios
41,45563,6141,"Comisión de Asistencia Social, Familia y Niñez"
42,45562,6140,Comisión de Puntos Constitucionales y Electorales
43,45561,6139,Comisión de Estudios Legislativos y Reglamentos
44,45561,6139,"Comisión de Educación, Cultura y Deporte"
45,45557,6135,Comisión de Estudios Legislativos y Reglamentos
46,45557,6135,"Comisión de Higiene, Salud Pública y Prevención de las Adicciones"
47,45556,6134,"Comisión de Higiene, Salud Pública y Prevención de las Adicciones"
48,45556,6134,Comisión de Estudios Legislativos y Reglamentos
49,45555,6133,Comisión de Estudios Legislativos y Reglamentos
50,45555,6133,Comisión de Derechos Humanos y Pueblos Originarios
51,45555,6133,"Comisión de Asistencia Social, Familia y Niñez"
52,45554,6132,Comisión de Estudios Legislativos y Reglamentos
53,45554,6132,Comisión de Igualdad Sustantiva y de Género
54,45553,6131,Comisión de Estudios Legislativos y Reglamentos
55,45553,6131,Comisión de Seguridad y Justicia
56,45553,6131,Comisión de Vigilancia y Sistema Anticorrupción
57,45520,6127,Comisión de Hacienda y Presupuestos
58,45501,6122,Comisión de Puntos Constitucionales y Electorales
59,45491,6116,Comisión de Hacienda y Presupuestos
60,45477,6114,Comisión de Estudios Legislativos y Reglamentos
61,45477,6114,Comisión de Igualdad Sustantiva y de Género
62,45475,6112,Comisión de Estudios Legislativos y Reglamentos
63,45475,6112,"Comisión de Asistencia Social, Familia y Niñez"
64,45470,6107,"Comisión de Educación, Cultura y Deporte"
65,45470,6107,"Comisión de Competitividad, Desarrollo Económico, Innovación y Trabajo"
66,45470,6107,Comisión de Estudios Legislativos y Reglamentos
67,45459,6103,Comisión de Hacienda y Presupuestos
68,45445,6094,Comisión de Hacienda y Presupuestos
69,45444,6093,"Comisión de Asistencia Social, Familia y Niñez"
70,45444,6093,Comisión de Derechos Humanos y Pueblos Originarios
71,45444,6093,Comisión de Estudios Legislativos y Reglamentos
72,45428,6079,Comisión de Puntos Constitucionales y Electorales
73,45427,6078,Comisión de Puntos Constitucionales y Electorales
74,45426,6077,Comisión de Estudios Legislativos y Reglamentos
75,45426,6077,"Comisión de Competitividad, Desarrollo Económico, Innovación y Trabajo"
76,45420,6071,Comisión de Estudios Legislativos y Reglamentos
77,45420,6071,Comisión de Seguridad y Justicia
78,45420,6071,Comisión de Movilidad y Transporte
79,45419,6070,Comisión de Movilidad y Transporte
80,45419,6070,Comisión de Estudios Legislativos y Reglamentos
81,45418,6069,Comisión de Seguridad y Justicia
82,45418,6069,Comisión de Estudios Legislativos y Reglamentos
83,45411,6063,Comisión de Puntos Constitucionales y Electorales
84,45280,5956,Comisión de Estudios Legislativos y Reglamentos
85,45280,5956,"Comisión de Participación Ciudadana, Transparencia y Etica en el Servicio Público"
86,45267,5943,Comisión de Estudios Legislativos y Reglamentos
87,45267,5943,"Comisión de Participación Ciudadana, Transparencia y Etica en el Servicio Público"
88,45246,5922,Comisión de Estudios Legislativos y Reglamentos
89,45246,5922,"Comisión de Higiene, Salud Pública y Prevención de las Adicciones"
90,45245,5921,Comisión de Estudios Legislativos y Reglamentos
91,45245,5921,"Comisión de Participación Ciudadana, Transparencia y Etica en el Servicio Público"
92,45244,5920,"Comisión de Medio Ambiente, Sostenibilidad, Protección Civil y Resilencia"
93,45244,5920,Comisión de Estudios Legislativos y Reglamentos
94,45243,5919,Comisión de Estudios Legislativos y Reglamentos
95,45243,5919,"Comisión de Competitividad, Desarrollo Económico, Innovación y Trabajo"
96,45242,5918,Comisión de Estudios Legislativos y Reglamentos
97,45242,5918,"Comisión de Competitividad, Desarrollo Económico, Innovación y Trabajo"
98,45241,5917,Comisión de Estudios Legislativos y Reglamentos
99,45241,5917,"Comisión de Medio Ambiente, Sostenibilidad, Protección Civil y Resilencia"
100,45240,5916,Comisión de Estudios Legislativos y Reglamentos
101,45240,5916,"Comisión de Asistencia Social, Familia y Niñez"
102,45239,5915,Comisión de Estudios Legislativos y Reglamentos
103,45239,5915,Comisión de Movilidad y Transporte
104,45238,5914,Comisión de Estudios Legislativos y Reglamentos
105,45238,5914,"Comisión de Higiene, Salud Pública y Prevención de las Adicciones"
106,45237,5913,Comisión de Estudios Legislativos y Reglamentos
107,45237,5913,"Comisión de Higiene, Salud Pública y Prevención de las Adicciones"
108,45236,5912,Comisión de Estudios Legislativos y Reglamentos
109,45236,5912,Comisión de Seguridad y Justicia
110,45236,5912,Comisión de Derechos Humanos y Pueblos Originarios
111,45235,5911,Comisión de Estudios Legislativos y Reglamentos
112,45235,5911,Comisión de Igualdad Sustantiva y de Género
113,45234,5910,"Comisión de Planeación, Ordenamiento Territorial y de la Gestión del Agua"
114,45234,5910,Comisión de Estudios Legislativos y Reglamentos
115,45233,5909,Comisión de Estudios Legislativos y Reglamentos
116,45233,5909,"Comisión de Higiene, Salud Pública y Prevención de las Adicciones"
117,45232,5908,Comisión de Hacienda y Presupuestos
118,45228,5905,Comisión de Puntos Constitucionales y Electorales
119,45220,5902,Comisión de Estudios Legislativos y Reglamentos
120,45220,5902,"Comisión de Participación Ciudadana, Transparencia y Etica en el Servicio Público"
121,45219,5901,Comisión de Igualdad Sustantiva y de Género
122,45219,5901,Comisión de Estudios Legislativos y Reglamentos
123,45218,5900,Comisión de Puntos Constitucionales y Electorales
124,45217,5899,"Comisión de Competitividad, Desarrollo Económico, Innovación y Trabajo"
125,45217,5899,Comisión de Estudios Legislativos y Reglamentos
126,45216,5898,"Comisión de Competitividad, Desarrollo Económico, Innovación y Trabajo"
127,45216,5898,Comisión de Estudios Legislativos y Reglamentos
128,45215,5897,"Comisión de Planeación, Ordenamiento Territorial y de la Gestión del Agua"
129,45215,5897,Comisión de Estudios Legislativos y Reglamentos
130,45214,5896,"Comisión de Planeación, Ordenamiento Territorial y de la Gestión del Agua"
131,45214,5896,Comisión de Estudios Legislativos y Reglamentos
132,45213,5895,Comisión de Estudios Legislativos y Reglamentos
133,45213,5895,"Comisión de Planeación, Ordenamiento Territorial y de la Gestión del Agua"
134,45212,5894,"Comisión de Planeación, Ordenamiento Territorial y de la Gestión del Agua"
135,45212,5894,Comisión de Estudios Legislativos y Reglamentos
136,45211,5893,Comisión de Puntos Constitucionales y Electorales
137,45210,5892,"Comisión de Asistencia Social, Familia y Niñez"
138,45210,5892,Comisión de Estudios Legislativos y Reglamentos
139,45209,5891,Comisión de Estudios Legislativos y Reglamentos
140,45209,5891,"Comisión de Higiene, Salud Pública y Prevención de las Adicciones"
141,45208,5890,"Comisión de Asistencia Social, Familia y Niñez"
142,45208,5890,Comisión de Estudios Legislativos y Reglamentos
143,45207,5889,"Comisión de Asistencia Social, Familia y Niñez"
144,45207,5889,Comisión de Estudios Legislativos y Reglamentos
145,45206,5888,"Comisión de Asistencia Social, Familia y Niñez"
146,45206,5888,Comisión de Estudios Legislativos y Reglamentos
147,45206,5888,Comisión de Igualdad Sustantiva y de Género
148,45205,5887,"Comisión de Asistencia Social, Familia y Niñez"
149,45205,5887,Comisión de Estudios Legislativos y Reglamentos
150,45204,5886,"Comisión de Asistencia Social, Familia y Niñez"
151,45204,5886,Comisión de Estudios Legislativos y Reglamentos
152,45203,5885,Comisión de Estudios Legislativos y Reglamentos
153,45202,5884,Comisión de Estudios Legislativos y Reglamentos
154,45202,5884,"Comisión de Asistencia Social, Familia y Niñez"
155,45202,5884,Comisión de Igualdad Sustantiva y de Género
156,45201,5883,Comisión de Estudios Legislativos y Reglamentos
157,45201,5883,"Comisión de Educación, Cultura y Deporte"
158,45200,5882,"Comisión de Educación, Cultura y Deporte"
159,45200,5882,Comisión de Estudios Legislativos y Reglamentos
160,45199,5881,Comisión de Estudios Legislativos y Reglamentos
161,45199,5881,"Comisión de Planeación, Ordenamiento Territorial y de la Gestión del Agua"
162,45198,5880,Comisión de Estudios Legislativos y Reglamentos
163,45198,5880,Comisión de Seguridad y Justicia
164,45197,5879,Comisión de Estudios Legislativos y Reglamentos
165,45197,5879,"Comisión de Educación, Cultura y Deporte"
166,45196,5878,Comisión de Estudios Legislativos y Reglamentos
167,45196,5878,"Comisión de Higiene, Salud Pública y Prevención de las Adicciones"
168,45195,5877,Comisión de Estudios Legislativos y Reglamentos
169,45194,5876,Comisión de Estudios Legislativos y Reglamentos
170,45193,5875,"Comisión de Asistencia Social, Familia y Niñez"
171,45193,5875,Comisión de Estudios Legislativos y Reglamentos
172,45192,5874,Comisión de Estudios Legislativos y Reglamentos
173,45192,5874,"Comisión de Asistencia Social, Familia y Niñez"
174,45191,5873,Comisión de Estudios Legislativos y Reglamentos
175,45191,5873,"Comisión de Competitividad, Desarrollo Económico, Innovación y Trabajo"
176,45190,5872,Comisión de Derechos Humanos y Pueblos Originarios
177,45190,5872,Comisión de Estudios Legislativos y Reglamentos
178,45189,5871,Comisión de Derechos Humanos y Pueblos Originarios
179,45189,5871,Comisión de Estudios Legislativos y Reglamentos
180,45188,5870,"Comisión de Competitividad, Desarrollo Económico, Innovación y Trabajo"
181,45188,5870,Comisión de Estudios Legislativos y Reglamentos
182,45187,5869,"Comisión de Competitividad, Desarrollo Económico, Innovación y Trabajo"
183,45187,5869,Comisión de Estudios Legislativos y Reglamentos
184,45186,5868,Comisión de Estudios Legislativos y Reglamentos
185,45186,5868,"Comisión de Medio Ambiente, Sostenibilidad, Protección Civil y Resilencia"
186,45185,5867,Comisión de Derechos Humanos y Pueblos Originarios
187,45185,5867,Comisión de Estudios Legislativos y Reglamentos
188,45184,5866,Comisión de Estudios Legislativos y Reglamentos
189,45184,5866,"Comisión de Competitividad, Desarrollo Económico, Innovación y Trabajo"
190,45183,5865,"Comisión de Educación, Cultura y Deporte"
191,45183,5865,Comisión de Estudios Legislativos y Reglamentos
192,45182,5864,Comisión de Estudios Legislativos y Reglamentos
193,45181,5863,"Comisión de Asistencia Social, Familia y Niñez"
194,45181,5863,Comisión de Estudios Legislativos y Reglamentos
195,45180,5862,"Comisión de Educación, Cultura y Deporte"
196,45180,5862,Comisión de Estudios Legislativos y Reglamentos
197,45179,5861,"Comisión de Educación, Cultura y Deporte"
198,45179,5861,Comisión de Estudios Legislativos y Reglamentos
199,45178,5860,"Comisión de Educación, Cultura y Deporte"
200,45178,5860,Comisión de Estudios Legislativos y Reglamentos
201,45177,5859,"Comisión de Educación, Cultura y Deporte"
202,45177,5859,Comisión de Estudios Legislativos y Reglamentos
203,45176,5858,Comisión de Estudios Legislativos y Reglamentos
204,45175,5857,Comisión de Estudios Legislativos y Reglamentos
205,45174,5856,Comisión de Estudios Legislativos y Reglamentos
206,45173,5855,Comisión de Estudios Legislativos y Reglamentos
207,45172,5854,Comisión de Estudios Legislativos y Reglamentos
208,45171,5853,Comisión de Seguridad y Justicia
209,45171,5853,Comisión de Estudios Legislativos y Reglamentos
210,45153,5844,Comisión de Estudios Legislativos y Reglamentos
211,45153,5844,"Comisión de Competitividad, Desarrollo Económico, Innovación y Trabajo"
212,45152,5843,Comisión de Responsabilidades
213,45152,5843,Comisión de Estudios Legislativos y Reglamentos
214,32946,5752,Comisión de Derechos Humanos y Pueblos Originarios
215,44646,5493,"Comisión de Participación Ciudadana, Transparencia y Etica en el Servicio Público"
216,44646,5493,Comisión de Estudios Legislativos y Reglamentos
217,44571,5444,"Comisión de Participación Ciudadana, Transparencia y Etica en el Servicio Público"
218,44571,5444,Comisión de Estudios Legislativos y Reglamentos
219,44494,5389,Comisión de Puntos Constitucionales y Electorales
220,44493,5388,Comisión de Estudios Legislativos y Reglamentos
221,44493,5388,"Comisión de Educación, Cultura y Deporte"
222,44491,5387,Comisión de Estudios Legislativos y Reglamentos
223,44477,5374,Comisión de Puntos Constitucionales y Electorales
224,44470,5367,Comisión de Puntos Constitucionales y Electorales
225,44467,5364,Comisión de Puntos Constitucionales y Electorales
226,44456,5353,Comisión de Puntos Constitucionales y Electorales
227,44455,5352,Comisión de Puntos Constitucionales y Electorales
228,44451,5348,Comisión de Puntos Constitucionales y Electorales
229,44407,5304,Comisión de Estudios Legislativos y Reglamentos
230,44217,5145,Comisión de Estudios Legislativos y Reglamentos
231,44217,5145,"Comisión de Medio Ambiente, Sostenibilidad, Protección Civil y Resilencia"
232,44216,5144,Comisión de Estudios Legislativos y Reglamentos
233,44216,5144,"Comisión de Asistencia Social, Familia y Niñez"
234,44215,5143,Comisión de Estudios Legislativos y Reglamentos
235,44215,5143,"Comisión de Participación Ciudadana, Transparencia y Etica en el Servicio Público"
236,44214,5142,Comisión de Estudios Legislativos y Reglamentos
237,44213,5141,Comisión de Puntos Constitucionales y Electorales
238,44212,5140,Comisión de Estudios Legislativos y Reglamentos
239,44211,5139,Comisión de Puntos Constitucionales y Electorales
240,44210,5138,Comisión de Estudios Legislativos y Reglamentos
