1,46449,6623,Comisión de Estudios Legislativos y Reglamentos
241,44210,5138,"Comisión de Educación, Cultura y Deporte"
242,44209,5137,Comisión de Estudios Legislativos y Reglamentos
243,44209,5137,Comisión de Seguridad y Justicia
244,44208,5136,Comisión de Puntos Constitucionales y Electorales
245,44207,5135,Comisión de Vigilancia y Sistema Anticorrupción
246,44207,5135,Comisión de Estudios Legislativos y Reglamentos
247,44207,5135,Comisión de Puntos Constitucionales y Electorales
248,44206,5134,Comisión de Movilidad y Transporte
249,44206,5134,Comisión de Estudios Legislativos y Reglamentos
250,43975,4977,Comisión de Estudios Legislativos y Reglamentos
251,43975,4977,"Comisión de Educación, Cultura y Deporte"
252,43974,4976,Comisión de Estudios Legislativos y Reglamentos
253,43974,4976,Comisión de Seguridad y Justicia
254,43973,4975,Comisión de Puntos Constitucionales y Electorales
255,43972,4974,Comisión de Estudios Legislativos y Reglamentos
256,43971,4973,"Comisión de Educación, Cultura y Deporte"
257,43971,4973,Comisión de Estudios Legislativos y Reglamentos
258,43970,4972,Comisión de Estudios Legislativos y Reglamentos
259,43970,4972,Comisión de Puntos Constitucionales y Electorales
260,43970,4972,Comisión de Movilidad y Transporte
261,43969,4971,Comisión de Estudios Legislativos y Reglamentos
262,43969,4971,Comisión de Movilidad y Transporte
263,43856,4883,Comisión de Seguridad y Justicia
264,43856,4883,Comisión de Estudios Legislativos y Reglamentos
265,43836,4876,"Comisión de Competitividad, Desarrollo Económico, Innovación y Trabajo"
266,43836,4876,Comisión de Puntos Constitucionales y Electorales
267,43836,4876,Comisión de Igualdad Sustantiva y de Género
268,43835,4875,Comisión de Estudios Legislativos y Reglamentos
269,43835,4875,"Comisión de Competitividad, Desarrollo Económico, Innovación y Trabajo"
270,43833,4873,Comisión de Seguridad y Justicia
271,43833,4873,Comisión de Estudios Legislativos y Reglamentos
272,43832,4872,Comisión de Estudios Legislativos y Reglamentos
273,43831,4871,Comisión de Estudios Legislativos y Reglamentos
274,43830,4870,Comisión de Estudios Legislativos y Reglamentos
275,43830,4870,Comisión de Movilidad y Transporte
276,43823,4865,Comisión de Puntos Constitucionales y Electorales
277,43818,4862,Comisión de Responsabilidades
278,31042,4704,Comisión de Derechos Humanos y Pueblos Originarios
279,43383,4524,Comisión de Estudios Legislativos y Reglamentos
280,43383,4524,"Comisión de Asistencia Social, Familia y Niñez"
281,43383,4524,Comisión de Puntos Constitucionales y Electorales
282,43382,4523,Comisión de Estudios Legislativos y Reglamentos
283,43381,4522,Comisión de Estudios Legislativos y Reglamentos
284,43381,4522,Comisión de Seguridad y Justicia
285,43380,4521,Comisión de Estudios Legislativos y Reglamentos
286,43380,4521,Comisión de Derechos Humanos y Pueblos Originarios
287,43379,4520,"Comisión de Higiene, Salud Pública y Prevención de las Adicciones"
288,43379,4520,Comisión de Estudios Legislativos y Reglamentos
289,43378,4519,Comisión de Puntos Constitucionales y Electorales
290,43325,4472,Comisión de Movilidad y Transporte
291,43325,4472,Comisión de Estudios Legislativos y Reglamentos
292,43321,4468,Comisión de Estudios Legislativos y Reglamentos
293,43321,4468,"Comisión de Competitividad, Desarrollo Económico, Innovación y Trabajo"
294,43320,4467,Comisión de Estudios Legislativos y Reglamentos
295,43320,4467,Comisión de Responsabilidades
296,43319,4466,Comisión de Estudios Legislativos y Reglamentos
297,43318,4465,Comisión de Estudios Legislativos y Reglamentos
298,43317,4464,Comisión de Puntos Constitucionales y Electorales
299,43315,4462,Comisión de Estudios Legislativos y Reglamentos
300,43315,4462,Comisión de Seguridad y Justicia
301,43314,4461,Comisión de Estudios Legislativos y Reglamentos
302,43314,4461,"Comisión de Competitividad, Desarrollo Económico, Innovación y Trabajo"
303,43313,4460,Comisión de Estudios Legislativos y Reglamentos
304,43312,4459,Comisión de Estudios Legislativos y Reglamentos
305,43312,4459,Comisión de Vigilancia y Sistema Anticorrupción
306,43311,4458,Comisión de Puntos Constitucionales y Electorales
307,43310,4457,Comisión de Hacienda y Presupuestos
308,43309,4456,Comisión de Vigilancia y Sistema Anticorrupción
309,43309,4456,Comisión de Estudios Legislativos y Reglamentos
310,43309,4456,Comisión de Hacienda y Presupuestos
311,43308,4455,Comisión de Estudios Legislativos y Reglamentos
312,43307,4454,Comisión de Puntos Constitucionales y Electorales
313,43306,4453,Comisión de Puntos Constitucionales y Electorales
314,43304,4451,Comisión de Puntos Constitucionales y Electorales
315,43303,4450,Comisión de Estudios Legislativos y Reglamentos
316,43303,4450,"Comisión de Competitividad, Desarrollo Económico, Innovación y Trabajo"
317,43302,4449,Comisión de Igualdad Sustantiva y de Género
318,43302,4449,Comisión de Estudios Legislativos y Reglamentos
319,43301,4448,Comisión de Puntos Constitucionales y Electorales
320,43301,4448,Comisión de Estudios Legislativos y Reglamentos
321,43301,4448,Comisión de Igualdad Sustantiva y de Género
322,43300,4447,"Comisión de Educación, Cultura y Deporte"
323,43299,4446,Comisión de Estudios Legislativos y Reglamentos
324,43299,4446,Comisión de Puntos Constitucionales y Electorales
325,43298,4445,Comisión de Estudios Legislativos y Reglamentos
326,43298,4445,"Comisión de Higiene, Salud Pública y Prevención de las Adicciones"
327,43298,4445,"Comisión de Educación, Cultura y Deporte"
328,43232,4398,Comisión de Hacienda y Presupuestos
329,43229,4397,Comisión de Hacienda y Presupuestos
330,43220,4392,Comisión de Hacienda y Presupuestos
331,43215,4390,Comisión de Estudios Legislativos y Reglamentos
332,43215,4390,Comisión de Hacienda y Presupuestos
333,43215,4390,"Comisión de Higiene, Salud Pública y Prevención de las Adicciones"
334,43214,4389,Comisión de Puntos Constitucionales y Electorales
335,43214,4389,"Comisión de Asistencia Social, Familia y Niñez"
336,43206,4381,Comisión de Estudios Legislativos y Reglamentos
337,43204,4379,Comisión de Estudios Legislativos y Reglamentos
338,43203,4378,Comisión de Estudios Legislativos y Reglamentos
339,43203,4378,Comisión de Seguridad y Justicia
340,43202,4377,Comisión de Estudios Legislativos y Reglamentos
341,43202,4377,Comisión de Igualdad Sustantiva y de Género
342,43201,4376,Comisión de Estudios Legislativos y Reglamentos
343,43201,4376,"Comisión de Higiene, Salud Pública y Prevención de las Adicciones"
344,43200,4375,Comisión de Estudios Legislativos y Reglamentos
345,43200,4375,Comisión de Seguridad y Justicia
346,43199,4374,Comisión de Estudios Legislativos y Reglamentos
347,43198,4373,Comisión de Estudios Legislativos y Reglamentos
348,43197,4372,Comisión de Puntos Constitucionales y Electorales
349,43196,4371,Comisión de Puntos Constitucionales y Electorales
350,43195,4370,"Comisión de Educación, Cultura y Deporte"
351,43195,4370,Comisión de Estudios Legislativos y Reglamentos
352,43195,4370,Comisión de Puntos Constitucionales y Electorales
353,43194,4369,Comisión de Puntos Constitucionales y Electorales
354,43193,4368,Comisión de Estudios Legislativos y Reglamentos
355,43193,4368,"Comisión de Asistencia Social, Familia y Niñez"
356,43192,4367,Comisión de Hacienda y Presupuestos
357,43191,4366,Comisión de Responsabilidades
358,43191,4366,Comisión de Estudios Legislativos y Reglamentos
359,43190,4365,Comisión de Estudios Legislativos y Reglamentos
360,43190,4365,Comisión de Movilidad y Transporte
361,43189,4364,Comisión de Estudios Legislativos y Reglamentos
362,43188,4363,Comisión de Estudios Legislativos y Reglamentos
363,43187,4362,Comisión de Estudios Legislativos y Reglamentos
364,43187,4362,"Comisión de Higiene, Salud Pública y Prevención de las Adicciones"
365,43168,4351,Comisión de Hacienda y Presupuestos
366,43150,4333,Comisión de Hacienda y Presupuestos
367,43132,4315,Comisión de Hacienda y Presupuestos
368,43131,4314,Comisión de Hacienda y Presupuestos
369,43130,4313,Comisión de Hacienda y Presupuestos
370,43129,4312,Comisión de Hacienda y Presupuestos
371,43128,4311,Comisión de Hacienda y Presupuestos
372,43127,4310,Comisión de Hacienda y Presupuestos
373,43097,4297,Comisión de Estudios Legislativos y Reglamentos
374,43096,4296,Comisión de Estudios Legislativos y Reglamentos
375,43096,4296,Comisión de Seguridad y Justicia
376,43095,4295,Comisión de Estudios Legislativos y Reglamentos
377,43094,4294,Comisión de Estudios Legislativos y Reglamentos
378,43093,4293,Comisión de Gobernación y Fortalecimiento Municipal
379,43092,4292,Comisión de Estudios Legislativos y Reglamentos
380,43092,4292,"Comisión de Educación, Cultura y Deporte"
381,43091,4291,Comisión de Seguridad y Justicia
382,43091,4291,Comisión de Puntos Constitucionales y Electorales
383,43090,4290,Comisión de Puntos Constitucionales y Electorales
384,43089,4289,Comisión de Estudios Legislativos y Reglamentos
385,43089,4289,Comisión de Igualdad Sustantiva y de Género
386,43088,4288,Comisión de Puntos Constitucionales y Electorales
387,43087,4287,Comisión de Puntos Constitucionales y Electorales
388,43086,4286,Comisión de Estudios Legislativos y Reglamentos
389,43085,4285,Comisión de Estudios Legislativos y Reglamentos
390,43085,4285,"Comisión de Higiene, Salud Pública y Prevención de las Adicciones"
391,43084,4284,Comisión de Puntos Constitucionales y Electorales
392,43082,4283,Comisión de Estudios Legislativos y Reglamentos
393,43082,4283,Comisión de Vigilancia y Sistema Anticorrupción
394,43080,4280,Comisión de Estudios Legislativos y Reglamentos
395,43080,4280,"Comisión de Educación, Cultura y Deporte"
396,43079,4279,Comisión de Estudios Legislativos y Reglamentos
397,43078,4278,Comisión de Estudios Legislativos y Reglamentos
398,43078,4278,Comisión de Seguridad y Justicia
399,43077,4277,"Comisión de Educación, Cultura y Deporte"
400,43076,4276,Comisión de Puntos Constitucionales y Electorales
401,43074,4274,"Comisión de Higiene, Salud Pública y Prevención de las Adicciones"
402,43074,4274,Comisión de Estudios Legislativos y Reglamentos
403,43071,4271,"Comisión de Educación, Cultura y Deporte"
404,43070,4270,Comisión de Estudios Legislativos y Reglamentos
405,43070,4270,"Comisión de Educación, Cultura y Deporte"
406,43031,4241,Comisión de Gobernación y Fortalecimiento Municipal
407,42996,4221,Comisión de Estudios Legislativos y Reglamentos
408,42996,4221,"Comisión de Participación Ciudadana, Transparencia y Etica en el Servicio Público"
409,42901,4126,Comisión de Gobernación y Fortalecimiento Municipal
410,42893,4124,Comisión de Hacienda y Presupuestos
411,42889,4122,Comisión de Estudios Legislativos y Reglamentos
412,42888,4121,Comisión de Estudios Legislativos y Reglamentos
413,42887,4120,Comisión de Estudios Legislativos y Reglamentos
414,42887,4120,Comisión de Seguridad y Justicia
415,42886,4119,Comisión de Puntos Constitucionales y Electorales
416,42885,4118,Comisión de Hacienda y Presupuestos
417,42884,4117,Comisión de Estudios Legislativos y Reglamentos
418,42883,4116,Comisión de Estudios Legislativos y Reglamentos
419,42883,4116,Comisión de Movilidad y Transporte
420,42882,4115,Comisión de Puntos Constitucionales y Electorales
421,42881,4114,Comisión de Gobernación y Fortalecimiento Municipal
422,42880,4113,Comisión de Estudios Legislativos y Reglamentos
423,42879,4112,Comisión de Estudios Legislativos y Reglamentos
424,42879,4112,"Comisión de Asistencia Social, Familia y Niñez"
425,42878,4111,Comisión de Puntos Constitucionales y Electorales
426,42877,4110,Comisión de Puntos Constitucionales y Electorales
427,42876,4109,Comisión de Puntos Constitucionales y Electorales
428,42875,4108,Comisión de Estudios Legislativos y Reglamentos
429,42875,4108,"Comisión de Higiene, Salud Pública y Prevención de las Adicciones"
430,42874,4107,"Comisión de Higiene, Salud Pública y Prevención de las Adicciones"
431,42874,4107,Comisión de Estudios Legislativos y Reglamentos
432,42872,4105,Comisión de Estudios Legislativos y Reglamentos
433,42872,4105,Comisión de Desarrollo Productivo y Regional
434,42871,4104,"Comisión de Asistencia Social, Familia y Niñez"
435,42871,4104,Comisión de Seguridad y Justicia
436,42870,4103,Comisión de Estudios Legislativos y Reglamentos
437,42870,4103,"Comisión de Asistencia Social, Familia y Niñez"
438,42869,4102,Comisión de Seguridad y Justicia
439,42869,4102,Comisión de Estudios Legislativos y Reglamentos
440,42869,4102,"Comisión de Competitividad, Desarrollo Económico, Innovación y Trabajo"
441,42815,4078,"Comisión de Educación, Cultura y Deporte"
442,42814,4077,Comisión de Gobernación y Fortalecimiento Municipal
443,42813,4076,Comisión de Puntos Constitucionales y Electorales
444,42811,4074,"Comisión de Educación, Cultura y Deporte"
445,42810,4073,"Comisión de Educación, Cultura y Deporte"
446,42809,4072,Comisión de Estudios Legislativos y Reglamentos
447,42809,4072,"Comisión de Competitividad, Desarrollo Económico, Innovación y Trabajo"
448,42808,4071,Comisión de Puntos Constitucionales y Electorales
449,42808,4071,Comisión de Igualdad Sustantiva y de Género
450,42807,4070,Comisión de Estudios Legislativos y Reglamentos
451,42807,4070,"Comisión de Medio Ambiente, Sostenibilidad, Protección Civil y Resilencia"
452,42807,4070,Comisión de Movilidad y Transporte
453,42803,4066,Comisión de Derechos Humanos y Pueblos Originarios
454,42803,4066,Comisión de Estudios Legislativos y Reglamentos
455,42801,4064,Comisión de Estudios Legislativos y Reglamentos
456,42801,4064,Comisión de Seguridad y Justicia
457,42798,4061,Comisión de Puntos Constitucionales y Electorales
458,42760,4040,Comisión de Hacienda y Presupuestos
459,42749,4035,Comisión de Estudios Legislativos y Reglamentos
460,42749,4035,Comisión de Seguridad y Justicia
461,42748,4034,Comisión de Hacienda y Presupuestos
462,42697,4030,Comisión de Hacienda y Presupuestos
463,42729,4025,"Comisión de Educación, Cultura y Deporte"
464,42686,3995,Comisión de Hacienda y Presupuestos
465,42667,3993,Comisión de Estudios Legislativos y Reglamentos
466,42209,3695,Comisión de Estudios Legislativos y Reglamentos
467,42209,3695,"Comisión de Higiene, Salud Pública y Prevención de las Adicciones"
468,42209,3695,"Comisión de Asistencia Social, Familia y Niñez"
469,42200,3686,Comisión de Estudios Legislativos y Reglamentos
470,42200,3686,"Comisión de Asistencia Social, Familia y Niñez"
471,42084,3592,Comisión de Estudios Legislativos y Reglamentos
472,42084,3592,"Comisión de Asistencia Social, Familia y Niñez"
473,42079,3587,Comisión de Estudios Legislativos y Reglamentos
474,42079,3587,Comisión de Estudios Legislativos y Reglamentos
475,42079,3587,"Comisión de Competitividad, Desarrollo Económico, Innovación y Trabajo"
476,42079,3587,"Comisión de Competitividad, Desarrollo Económico, Innovación y Trabajo"
477,42079,3587,"Comisión de Participación Ciudadana, Transparencia y Etica en el Servicio Público"
478,42079,3587,"Comisión de Participación Ciudadana, Transparencia y Etica en el Servicio Público"
479,41997,3520,Comisión de Hacienda y Presupuestos
480,41996,3519,Comisión de Hacienda y Presupuestos
481,41673,3282,Comisión de Derechos Humanos y Pueblos Originarios
482,41672,3281,Comisión de Derechos Humanos y Pueblos Originarios
483,41671,3280,Comisión de Derechos Humanos y Pueblos Originarios
484,40141,2057,Comisión de Estudios Legislativos y Reglamentos
485,40141,2057,"Comisión de Participación Ciudadana, Transparencia y Etica en el Servicio Público"
486,38599,1626,Comisión de Estudios Legislativos y Reglamentos
487,38599,1626,"Comisión de Participación Ciudadana, Transparencia y Etica en el Servicio Público"
488,37318,667,"Comisión de Participación Ciudadana, Transparencia y Etica en el Servicio Público"
489,37318,667,Comisión de Puntos Constitucionales y Electorales
490,35525,49,Comisión de Derechos Humanos y Pueblos Originarios
